0	FITA TRANSPARENTE  TAPEFIX ADERE 50X50	7896193222526	43
745	FECHADURA HELA MADRI 2002/09 BANHEIRO	7898290168080	15
744	FECHADURA HELA MADRI 2002/09 INTERNA	7898290168073	1
747	FECHADURA HELA COIMBRA 2010/06/09 EXTERNA	7898290167175	1
664	FECHADURA SOPRANO BANH.LIVRE/OCUPADO	7892327045849	3
682	FECHADURA MGM CAPRI BRONZE BANHEIRO	7898414843640	3
680	FECHADURA MGM GOLF BRONZE EXTERNA	7898414841769	2
675	FECHADURA MGM GOLF BRONZE BANHEIRO	7898414841844	3
650	FECHADURA MGM INTERNA CROMADA	7898414840205	39
729	FECHADURA STAM 701/100 P/PORTAO	7893858104173	11
5550	FECHADURA STAM 1005 PIVOTANTE ROSETA REDONDA	7893858108911	4
5549	FECHADURA STAM 1005 PIVOTANTE ROSETA QUADRADA	7893858108928	4
690	FECHADURA STAM ELETRICA CILINDRO 4MM	7893858353274	3
684	FECHADURA STAM 1810/21 INTERNA OXIDADO	7893858113342	5
4589	FECHADURA STAM 813/10 INTERNA OXIDADO	7893858329231	8
4586	FECHADURA STAM 813/11 INTERNA OXIDADO	7893858332484	1
4595	FECHADURA STAM 803/10 EXTERNA OXIDADO	7893858350136	9
764	FECHADURA ALIANCA DIAMANTE 4012 INT.AV	7891249060473	4
765	FECHADURA ALIANCA DIAMANTE 4013 BAN.AV	7891249060480	4
693	FECHADURA ALIANCA MILENIO 1042-BL INT.	7891249054922	3
694	FECHADURA ALIANCA MILENIO 1043-BL WC.	7891249054939	1
700	FECHADURA ALIANCA ORION WC 55003 BL	7891249054366	9
698	FECHADURA ALIANCA ORION EXT 55001 BL	7891249054335	6
4845	FECHADURA ALIANCA TETRA FORT 55100 ZLO	7891249046378	2
4844	FECHADURA ALIANCA TETRA FORT 55104 ZLO	7891249044411	2
4843	FECHADURA ALIANCA TETRA FORT 5570 Z-CR	7891249044091	1
703	FECHADURA ALIANCA ORION WC 55003 CR	7891249054441	3
702	FECHADURA ALIANCA ORION INT 55002 CR	7891249054434	6
701	FECHADURA ALIANCA ORION EXT 55001 CR	7891249054410	7
697	FECHADURA ALIANCA MILENIO 1043-CR WC.	7891249054991	6
696	FECHADURA ALIANCA MILENIO 1042-CR INT.	7891249054984	4
741	FECHADURA ALIANCA F-1400 PERFIL ESTREITO	7891249012649	5
735	FECHADURA ALIANCA 2800/40 BANH.INOX IP	7891249058159	29
663	FECHADURA STAM 803/21 ROSETA INOX	7893858349482	1
691	FECHADURA STAM 813/21 ROSETA INOX	7893858349758	19
4454	FECHADURA STAM 803/11 EXTERNA ESCOVADO	7893858349420	13
4596	FECHADURA STAM 803/11 EXTERNA INOX	7893858350204	8
4590	FECHADURA STAM 813/11 INTERNA INOX	7893858332460	5
4523	FECHADURA STAM 823/11 BANHEIRO INOX	7893858332583	10
4599	FECHADURA STAM 1801/21 EXTERNA INOX	7893858352741	1
4584	FECHADURA STAM 1820/21 BANHEIRO INOX	7893858113502	4
4594	FECHADURA STAM 803/03 EXTERNA INOX	7893858350129	15
4585	FECHADURA STAM 813/03 INTERNA INOX	7893858318136	8
4587	FECHADURA STAM 823/03 BANHEIRO INOX	7893858318235	11
4593	FECHADURA STAM 803/03 EXTERNA GRAFITE	7893858350051	33
4600	FECHADURA STAM 813/03 INTERNA GRAFITE	7893858358132	35
4602	FECHADURA STAM 823/03 BANHEIRO GRAFITE	7893858358231	13
665	FECHADURA STAM 1801/21 EXTERNA ESCOVADO	7893858351003	20
4581	FECHADURA STAM 1810/21 INTERNA ESCOVADO	7893858113311	8
4591	FECHADURA STAM 813/11 INTERNA ESCOVADO	7893858349697	3
4592	FECHADURA STAM 823/11 BANHEIRO ESCOVADO	7893858349970	7
736	KIT PORTA 6X1 ALIANCA 5570(Z-6) CR DA	7891249051518	1
0	FECHADURA ALIANCA TRIO TETRA 5570 Z-T CR	7891249044183	4
0	FECHADURA ALIANCA TETRA ANEL 5570 Z-6	7891249051495	1
0	FECHADURA TRIO FORTE 5560A Z-T CR	7891249058777	4
761	FECHADURA ALIANCA TETRA FORT 5560A BL ZT	7891249058753	2
0	FECHADURA ALIANCA  TRIO TETRA 55104 Z-T ZLO	7891249044428	2
719	KIT PORTA 6X1 ALIANCA 55104 (Z-6) ZLO DA	7891249051624	1
4842	FECHADURA ALIANCA TETRA FORT 5570 Z-BL	7891249044152	4
0	FECHADURA ALIANCA TETRA 55100 Z-6 ZLO	7891249051617	2
0	FECHAURA TRIO TETRA 55100 Z-T ZLO	7891249047474	1
762	FECHADURA ALIANCA TETRA FORT 5560A CR ZT	7891249056919	1
0	REATOR ELETRICO INTRIAL LMPADA FLUORESCENTE 2X20 118/127 V	7891482001561	1
0	CHEIRO MAX COM TUBO AREDE-CR 1977 C CT	7894200156215	1
0	FITA VEDA ROSCA GOOL 18MMX10M	7898913604520	57
0	VEDA ROSCA ADERE 18MMX25M	7896193295056	89
3743	COLA BRANCA POLYFORT 1KG	7896038101740	12
3642	COLA BRANCA POLYFORT 500GR	7896038101726	14
3684	COLA MADEIRA 250GR	7896038105083	1
4675	COLA MADEIRA 100GRAMAS	7896038105076	14
3722	ARALDITE BISNAGAS 23GR 10MIN.	7896231700375	10
3679	COLA SUPER BONDER 3G	7891200190942	24
0	ADESIVO MASSA EPOXI PULVITEC 50G	7896038100781	46
0	SILICONE ECETICO TRANSPARENTE 50G	7898904373305	5
3752	COLA SILICONE INCOLOR GYMCOL 280G	7896038104352	16
0	 VEDA CALHA ALUMINIO PULVITEC 285G	7896038100989	5
3876	ESPUMA EXPANSIVA MULTIESPUMA PU 500ML	7891222173305	5
0	FITA ADESIVA MULTI USO VEDA-TUDO 10MX10CM	7894174211422	1
0	FITA VEDA ROSCA GYMCOL 18MMX25M	7898906124462	26
0	VEDA ROSCA POLYFITA  18MMX50M	7898909649085	35
0	FITA VEDA ROSCA CARDINALI 18MMX50M	7898503600765	116
0	FITA VEDA ROSCA ENERBRAS 18MMX50M	7898512072102	17
1877	FITA ISOLANTE 20MT 2000-EN	7898192564577	70
1864	FITA ISOLANTE 10MT 1000-EN	7898192564560	197
2154	FITA ISOLANTE BRANCA 10MT	7898416403156	5
2139	FITA ISOLANTE VERDE 10MT	7898416403163	3
2138	FITA ISOLANTE AZUL 10MT	7898416403149	7
1863	FITA ISOLANTE  5MT 500EN	7898192564553	223
0	FITA CREPE  TARTAN 24MMX50M	7891040125951	10
0	FITA CREPE MASK CREPE 24MMX50M	7896603802881	37
0	FITA CREPE MASK CREPE 18MMX50M	7896603846250	31
0	FITA CREPE 18MMX50M	7891040125944	15
0	FITA CREPE TARTEN 48MMX50M	7891040127955	12
0	FITA CREPE MASK CREPE 48MMX50M 	7896603879067	20
0	MASSA PARA CALAFETAR POLY 35OG	7896038104062	12
0	ANEL DE VEDACAO P/ VASO CARINALI	7896171952049	11
3641	ANEL P/ INSTALACAO DE VASO SANITARIO 7480	7894023015652	13
